institut,uppdragsgivare,datum,Ap,H,FrP,SV,Sp,KrF,V,MDG,R,Andra,kalla
Opinion,ABC / AT,2024-05-06,22.6,25.4,17.0,7.7,5.6,3.5,5.5,4.2,5.0,3.6,pollofpolls.no
InFact,Nettavisen,2024-05-03,20.0,23.5,18.8,8.9,6.1,4.4,4.4,4.4,5.1,4.6,pollofpolls.no
Opinion,DA / FF / ANB,2024-04-17,19.3,22.2,16.8,10.9,6.0,3.0,7.3,2.8,5.9,5.8,pollofpolls.no
Opinion,ABC / AT,2024-04-11,19.0,30.5,15.3,9.4,5.3,3.3,5.2,3.4,4.2,4.4,pollofpolls.no
Norstat,NRK / Aftenp,2024-04-09,17.1,25.5,17.6,10.4,6.9,4.1,4.6,4.0,5.9,4.0,pollofpolls.no
Verian,TV2,2024-04-09,21.0,28.3,13.0,10.6,5.5,4.4,5.2,3.6,4.9,3.6,pollofpolls.no
Respons Analyse,VG,2024-04-09,21.2,28.4,13.4,8.9,5.7,3.3,5.5,4.1,6.9,2.6,pollofpolls.no
Norfakta,Nat. / KK,2024-04-06,20.5,24.6,14.9,9.4,8.6,3.9,5.3,3.6,5.0,3.1,pollofpolls.no
InFact,Nettavisen,2024-04-05,18.4,25.4,15.3,10.2,5.4,4.5,5.7,3.4,5.7,5.9,pollofpolls.no
Opinion,DA / FF / ANB,2024-03-13,16.8,26.7,13.3,10.1,7.9,4.2,5.5,4.5,5.8,5.3,pollofpolls.no
Norstat,NRK / Aftenp,2024-03-13,18.2,27.0,15.2,10.1,6.7,4.0,6.1,3.5,6.2,3.1,pollofpolls.no
Respons Analyse,VG,2024-03-12,17.9,28.5,14.4,10.2,6.1,4.4,5.8,3.6,5.6,3.5,pollofpolls.no
Norfakta,Nat. / KK,2024-03-09,18.6,25.7,14.8,9.4,5.9,4.8,6.4,4.4,5.0,5.0,pollofpolls.no
Opinion,ABC / AT,2024-03-07,18.8,24.9,16.3,10.9,5.4,2.6,5.8,4.9,5.8,4.5,pollofpolls.no
InFact,Nettavisen,2024-03-06,17.8,26.0,15.7,9.2,7.2,3.5,5.7,4.1,6.7,4.1,pollofpolls.no
Verian,TV2,2024-03-04,19.5,26.9,13.8,9.1,6.2,3.0,5.8,3.3,5.6,6.8,pollofpolls.no
Norstat,VL / Dagbl.,2024-02-27,18.6,25.1,16.4,10.6,6.4,3.6,4.9,4.0,6.2,4.2,pollofpolls.no
Opinion,DA / FF / ANB,2024-02-14,17.8,29.5,13.6,10.0,7.7,4.2,5.8,3.7,5.2,2.5,pollofpolls.no
Norstat,NRK / Aftenp,2024-02-14,17.8,26.5,14.3,9.5,6.8,3.7,6.6,3.6,5.3,5.9,pollofpolls.no
Respons Analyse,VG,2024-02-13,19.1,27.4,14.7,11.0,5.1,4.1,5.8,3.7,4.8,4.3,pollofpolls.no
Norfakta,Nat. / KK,2024-02-10,20.5,27.6,13.7,9.1,6.5,3.5,5.7,2.7,4.3,6.3,pollofpolls.no
Opinion,ABC / AT,2024-02-08,17.6,31.2,11.8,10.0,4.6,4.7,5.9,4.3,4.6,5.4,pollofpolls.no
Verian,TV2,2024-02-05,22.0,27.6,11.6,8.7,6.6,4.0,6.1,3.1,5.8,4.5,pollofpolls.no
InFact,Nettavisen,2024-02-02,18.8,26.8,14.6,10.3,5.8,4.2,5.9,4.0,5.7,4.0,pollofpolls.no
Norstat,NRK / Aftenp,2024-01-17,19.4,26.8,12.1,11.4,5.7,3.7,6.0,3.3,4.9,6.6,pollofpolls.no
Opinion,DA / FF / ANB,2024-01-10,19.4,26.0,12.8,11.1,6.2,3.8,4.8,3.6,6.2,6.2,pollofpolls.no
Verian,TV2,2024-01-10,19.2,27.3,11.4,10.7,6.9,3.5,7.2,2.9,4.8,6.1,pollofpolls.no
Respons Analyse,VG,2024-01-09,20.5,26.2,13.5,10.7,7.6,4.1,5.9,3.5,5.4,2.6,pollofpolls.no
InFact,Nettavisen,2024-01-09,18.5,23.5,14.5,9.1,7.8,4.6,5.3,3.6,5.6,7.6,pollofpolls.no
Norfakta,Nat. / KK,2024-01-06,19.0,25.2,14.2,10.6,6.6,4.1,5.9,3.5,4.3,6.6,pollofpolls.no
InFact,Nettavisen,2023-12-13,18.9,24.5,14.2,9.7,7.8,3.3,6.0,3.5,5.7,6.4,pollofpolls.no
Norstat,VL / Dagbl.,2023-12-12,17.9,27.3,12.2,12.0,6.5,3.7,5.5,4.8,6.0,4.5,pollofpolls.no
Respons Analyse,VG,2023-12-12,18.4,26.8,12.4,11.8,6.3,4.2,5.7,3.6,4.9,6.9,pollofpolls.no
Norfakta,Nat. / KK,2023-12-09,17.7,25.0,16.0,10.8,5.5,3.8,5.9,3.7,5.4,6.1,pollofpolls.no
Opinion,DA / FF / ANB,2023-12-06,19.9,23.9,14.2,9.9,7.4,3.8,6.1,3.3,4.9,6.6,pollofpolls.no
Norstat,NRK / Aftenp,2023-12-05,18.6,26.3,13.6,11.4,6.1,4.7,4.0,3.9,4.8,6.6,pollofpolls.no
Verian,TV2,2023-12-05,20.9,25.4,11.0,10.8,7.9,3.1,4.7,2.6,6.4,7.3,pollofpolls.no
Opinion,ABC / AT,2023-11-30,17.6,25.5,13.1,10.2,5.0,4.3,7.2,4.0,6.8,6.4,pollofpolls.no
Respons Analyse,VG,2023-11-14,18.4,26.9,13.3,9.3,6.4,4.7,6.8,3.5,5.4,5.3,pollofpolls.no
Norfakta,Nat. / KK,2023-11-11,22.2,27.2,11.1,10.3,6.5,3.7,5.5,2.9,4.9,5.7,pollofpolls.no
Opinion,DA / FF / ANB,2023-11-08,21.0,27.9,13.2,8.2,5.3,3.6,6.6,4.0,3.9,6.4,pollofpolls.no
Verian,TV2,2023-11-06,16.8,27.5,12.1,9.9,6.2,4.7,6.2,4.7,5.6,6.4,pollofpolls.no
InFact,Nettavisen,2023-11-04,19.8,24.1,14.8,9.3,5.0,3.9,5.0,4.4,5.9,7.9,pollofpolls.no
Opinion,ABC / AT,2023-11-03,18.0,26.3,13.3,11.0,5.9,3.8,5.8,4.4,4.9,6.6,pollofpolls.no
Norstat,NRK / Aftenp,2023-11-02,20.2,24.6,12.9,10.6,5.6,4.0,6.4,4.6,4.2,7.1,pollofpolls.no
Opinion,DA / FF / ANB,2023-10-11,19.3,25.1,13.3,9.9,7.6,3.6,5.2,3.8,4.7,7.5,pollofpolls.no
InFact,Nettavisen,2023-10-09,20.7,25.0,14.0,8.6,5.8,4.2,5.3,4.0,5.2,7.3,pollofpolls.no
Norfakta,Nat. / KK,2023-10-07,21.0,26.5,12.8,10.5,5.5,4.1,5.6,3.0,5.0,6.0,pollofpolls.no
Opinion,ABC / AT,2023-10-05,20.2,25.6,12.3,9.1,6.0,3.3,6.0,4.1,6.6,6.9,pollofpolls.no
Verian,TV2,2023-10-02,20.6,27.0,12.6,8.7,6.1,4.1,6.5,3.8,4.9,5.8,pollofpolls.no
Norstat,NRK / Aftenp,2023-09-28,21.0,27.6,11.6,8.7,6.6,3.0,5.8,3.8,5.3,3.5,pollofpolls.no
Respons Analyse,VG,2023-09-22,20.8,27.2,11.2,8.7,7.7,2.9,7.2,4.3,5.6,4.4,pollofpolls.no
Respons Analyse,VG,2023-09-09,20.3,29.0,12.4,7.4,7.1,4.1,4.8,4.9,4.6,5.4,pollofpolls.no
Norfakta,Nat. / KK,2023-09-09,19.8,27.8,13.1,8.5,6.9,3.4,6.2,4.0,4.1,6.3,pollofpolls.no
Opinion,DA / FF / FB,2023-09-08,20.7,28.3,13.0,7.2,6.6,3.9,5.1,3.7,4.5,7.2,pollofpolls.no
InFact,Nettavisen,2023-09-08,19.3,26.0,14.3,8.8,5.5,4.7,5.0,4.3,5.5,6.6,pollofpolls.no
Norstat,VL / Dagbl.,2023-09-07,17.5,27.5,13.8,10.2,6.8,3.5,5.4,3.7,6.0,5.5,pollofpolls.no
Opinion,ABC / AT,2023-09-06,20.9,30.0,12.8,10.0,4.7,3.7,4.6,3.3,4.6,5.3,pollofpolls.no
Norstat,NRK / Aftenp,2023-09-05,18.4,29.1,14.1,9.3,5.5,3.2,5.0,4.4,5.7,5.3,pollofpolls.no
Verian,TV2,2023-09-01,18.1,29.9,12.4,8.4,5.4,3.6,5.1,4.0,5.5,7.6,pollofpolls.no
Norstat,NRK / Aftenp,2023-08-16,17.4,31.1,12.7,9.6,6.6,3.1,4.5,3.2,5.3,6.5,pollofpolls.no
Opinion,DA / FF / ANB,2023-08-16,18.0,30.3,14.2,9.4,5.7,3.4,4.6,3.6,5.5,5.3,pollofpolls.no
Norstat,VL / Dagbl.,2023-08-15,19.1,28.3,12.2,8.1,6.3,3.9,6.3,4.2,4.1,7.5,pollofpolls.no
Respons Analyse,VG,2023-08-15,19.8,30.6,12.1,7.4,7.8,4.3,4.4,4.7,5.0,3.9,pollofpolls.no
Opinion,ABC / AT,2023-08-11,17.7,33.0,11.7,8.8,6.0,3.6,3.1,5.0,4.9,6.1,pollofpolls.no
Verian,TV2,2023-08-08,17.8,31.5,12.4,9.0,7.5,2.5,5.2,3.2,3.8,7.1,pollofpolls.no
InFact,Nettavisen,2023-08-08,19.1,26.8,13.8,8.7,7.3,2.9,6.0,3.2,5.4,6.7,pollofpolls.no
Norfakta,Nat. / KK,2023-08-05,18.8,31.8,12.2,9.1,4.9,4.3,4.8,3.8,5.6,4.7,pollofpolls.no
InFact,Nettavisen,2023-07-11,20.8,29.0,14.6,6.8,7.5,3.8,3.8,3.9,4.9,4.9,pollofpolls.no
Norfakta,Nat. / KK,2023-07-08,18.5,30.5,13.8,8.0,6.5,3.1,5.7,2.8,5.8,5.4,pollofpolls.no
Norstat,VL / Dagbl.,2023-06-20,20.1,30.9,11.5,7.6,6.7,3.9,4.7,3.6,5.1,5.9,pollofpolls.no
Respons Analyse,VG,2023-06-15,19.8,32.1,10.7,9.2,5.7,3.0,4.8,3.7,6.3,4.7,pollofpolls.no
InFact,Nettavisen,2023-06-13,19.9,29.8,11.7,8.4,6.2,4.4,4.4,3.6,4.7,6.9,pollofpolls.no
Norfakta,Nat. / KK,2023-06-10,18.4,31.6,13.0,7.9,6.5,4.1,4.0,3.3,5.8,5.4,pollofpolls.no
Opinion,DA / FF / ANB,2023-06-07,17.6,31.8,14.1,8.2,5.7,4.5,4.5,3.8,5.0,4.9,pollofpolls.no
Verian,TV2,2023-06-07,18.0,31.7,11.4,8.2,6.5,4.1,4.5,3.6,7.2,4.8,pollofpolls.no
Norstat,NRK / Aftenp,2023-06-02,18.7,31.0,13.4,7.4,7.1,2.9,4.6,3.2,6.6,5.1,pollofpolls.no
Opinion,ABC / AT,2023-06-01,16.3,32.1,13.2,8.3,5.2,3.1,4.5,3.8,8.6,4.8,pollofpolls.no
Norstat,VL / Dagbl.,2023-05-23,18.4,34.1,11.9,9.1,5.2,3.4,4.7,3.8,5.3,4.0,pollofpolls.no
Opinion,DA / FF / ANB,2023-05-11,17.9,30.3,13.4,8.1,6.5,4.1,4.2,3.7,7.0,4.7,pollofpolls.no
Respons Analyse,VG,2023-05-09,19.5,31.8,14.2,7.6,6.5,3.9,4.7,3.1,6.3,2.4,pollofpolls.no
Norfakta,Nat. / KK,2023-05-06,17.0,31.8,12.3,8.4,5.9,4.2,5.5,3.6,5.3,6.0,pollofpolls.no
Opinion,ABC / AT,2023-05-04,17.7,29.8,12.5,8.9,5.5,4.4,4.7,3.8,5.9,6.8,pollofpolls.no
InFact,Nettavisen,2023-05-04,18.8,32.1,10.9,9.1,6.5,4.2,3.7,4.9,5.1,4.8,pollofpolls.no
Norstat,NRK / Aftenp,2023-05-02,20.1,32.6,10.6,8.5,6.8,3.8,3.7,3.3,5.4,5.2,pollofpolls.no
Verian,TV2,2023-05-02,19.8,31.2,10.6,8.5,6.3,4.1,4.7,3.6,5.7,5.6,pollofpolls.no
Respons Analyse,VG,2023-04-19,18.6,31.8,12.8,8.0,5.6,3.9,4.6,4.2,5.2,5.3,pollofpolls.no
Norstat,VL / Dagbl.,2023-04-18,19.3,31.6,9.8,8.8,5.0,2.8,5.4,4.8,5.4,7.2,pollofpolls.no
Norfakta,Nat. / KK,2023-04-15,18.6,30.8,12.3,10.0,6.3,4.0,4.9,3.4,5.3,4.4,pollofpolls.no
InFact,Nettavisen,2023-04-13,17.6,32.2,11.1,8.0,5.7,4.6,5.5,3.2,6.2,5.9,pollofpolls.no
Opinion,DA / FF / ANB,2023-04-12,16.9,32.2,14.8,6.8,5.8,3.9,4.6,3.6,6.6,4.8,pollofpolls.no
Verian,TV2,2023-04-03,18.0,30.6,12.6,9.9,5.6,3.1,4.3,4.0,6.4,5.6,pollofpolls.no
Norstat,NRK / Aftenp,2023-03-31,17.1,33.8,10.6,9.6,5.7,3.7,4.9,2.8,5.6,6.2,pollofpolls.no
Opinion,ABC / AT,2023-03-30,16.2,34.2,12.5,8.1,5.8,4.0,5.4,2.9,6.1,4.9,pollofpolls.no
Norstat,VL / Dagbl.,2023-03-21,17.0,34.6,11.4,10.2,5.5,4.0,5.0,2.9,6.3,3.1,pollofpolls.no
Respons Analyse,VG,2023-03-14,18.1,30.9,10.0,9.1,6.3,3.9,5.5,4.0,6.3,5.4,pollofpolls.no
Norfakta,Nat. / KK,2023-03-11,16.5,32.9,11.0,10.6,7.2,3.7,3.6,3.3,5.4,5.8,pollofpolls.no
InFact,Nettavisen,2023-03-09,19.6,28.9,13.7,7.5,4.9,3.8,4.9,5.2,6.8,4.7,pollofpolls.no
Opinion,DA / FF / ANB,2023-03-08,15.5,36.9,12.2,7.9,6.2,4.1,4.8,2.4,5.0,5.1,pollofpolls.no
Verian,TV2,2023-03-06,16.5,29.9,14.4,9.4,6.6,4.3,4.7,3.5,5.7,5.0,pollofpolls.no
Opinion,ABC / AT,2023-03-02,16.0,32.5,13.6,9.2,6.0,3.4,3.9,3.4,6.9,5.0,pollofpolls.no
Norstat,NRK / Aftenp,2023-03-01,18.5,30.6,11.8,9.0,7.2,3.5,5.1,3.6,7.0,3.7,pollofpolls.no
Respons Analyse,VG,2023-02-14,18.6,32.4,12.8,9.5,5.3,3.5,4.8,2.3,6.3,4.5,pollofpolls.no
Norfakta,Nat. / KK,2023-02-11,21.0,34.6,10.9,6.9,5.4,4.6,4.3,2.2,6.5,3.8,pollofpolls.no
Opinion,DA / FF / ANB,2023-02-08,16.8,31.9,12.8,8.8,5.1,3.9,4.1,3.6,7.9,5.1,pollofpolls.no
InFact,Nettavisen,2023-02-07,21.2,30.8,12.3,8.2,5.6,3.3,3.1,3.5,6.9,5.1,pollofpolls.no
Verian,TV2,2023-02-07,16.9,29.0,13.1,10.0,7.4,2.4,4.6,3.8,6.8,6.0,pollofpolls.no
Norstat,NRK / Aftenp,2023-02-02,17.5,31.0,14.5,8.8,5.4,3.5,4.9,4.0,6.0,4.3,pollofpolls.no
Opinion,ABC / AT,2023-02-01,17.4,31.9,12.6,8.0,5.5,4.0,5.0,4.3,6.4,5.0,pollofpolls.no
InFact,Nettavisen,2023-01-13,20.5,29.1,13.1,7.8,6.0,4.2,3.9,3.4,6.8,5.3,pollofpolls.no
Opinion,DA / FF / ANB,2023-01-11,18.5,33.5,12.4,7.6,7.1,3.6,3.4,2.6,6.2,5.1,pollofpolls.no
Respons Analyse,VG,2023-01-10,19.2,30.1,13.1,8.7,6.9,2.8,4.8,3.9,5.8,4.7,pollofpolls.no
Opinion,ABC / AT,2023-01-10,17.7,31.0,13.2,9.5,6.3,2.4,4.0,4.1,6.9,4.9,pollofpolls.no
Verian,TV2,2023-01-09,19.5,30.4,13.9,8.7,6.2,3.0,4.6,3.2,6.3,4.3,pollofpolls.no
Norfakta,Nat. / KK,2023-01-07,19.1,31.3,12.5,9.4,4.5,3.9,4.0,4.2,6.5,4.5,pollofpolls.no
Norstat,NRK / Aftenp,2023-01-03,19.4,30.9,11.9,8.4,5.9,2.6,5.1,4.0,5.4,6.2,pollofpolls.no
Norstat,VL,2022-12-20,14.6,35.6,14.2,8.8,3.8,3.1,4.2,4.1,7.7,3.9,pollofpolls.no
Ipsos,Dagbladet,2022-12-17,19.9,29.1,11.8,9.6,6.2,3.4,4.6,4.1,6.3,5.0,pollofpolls.no
Sentio,NA / Amedia,2022-12-14,17.7,32.8,10.2,9.3,5.9,2.8,4.6,4.1,7.5,5.1,pollofpolls.no
Respons Analyse,VG,2022-12-13,18.2,32.8,13.4,9.3,4.5,3.7,3.6,2.6,7.2,4.7,pollofpolls.no
Norfakta,Nat. / KK,2022-12-10,16.3,32.8,11.6,9.5,7.1,3.3,4.5,3.6,7.2,4.1,pollofpolls.no
Opinion,DA / FF / ANB,2022-12-07,18.1,32.7,12.2,9.5,5.4,3.4,5.8,3.2,6.7,2.9,pollofpolls.no
Verian,TV2,2022-12-05,19.8,30.9,10.6,8.9,5.1,2.9,5.6,4.1,7.4,4.8,pollofpolls.no
Opinion,ABC / AT,2022-11-30,17.4,31.6,13.3,8.1,3.5,3.7,3.4,3.9,9.5,5.7,pollofpolls.no
Norstat,NRK / Aftenp,2022-11-30,17.1,30.1,12.8,8.6,5.9,3.4,4.6,3.9,7.3,6.1,pollofpolls.no
Ipsos,Dagbladet,2022-11-24,19.8,29.8,14.7,8.4,4.8,3.1,6.0,3.3,5.9,4.2,pollofpolls.no
Norstat,VL,2022-11-22,15.4,33.6,12.7,9.2,5.0,2.8,4.9,3.3,6.3,6.8,pollofpolls.no
Sentio,NA / Amedia,2022-11-16,16.7,31.6,13.4,10.0,4.5,4.6,4.4,4.8,4.7,5.4,pollofpolls.no
Respons Analyse,VG,2022-11-15,18.5,32.0,11.9,8.5,6.6,3.3,5.0,3.9,6.1,4.2,pollofpolls.no
Opinion,DA / FF / ANB,2022-11-09,16.9,32.3,13.8,8.7,5.3,4.5,3.1,3.4,7.5,4.4,pollofpolls.no
Norfakta,Nat. / KK,2022-11-05,20.5,29.4,13.1,7.3,6.0,3.3,5.3,4.0,6.9,4.2,pollofpolls.no
Verian,TV2,2022-11-02,19.1,28.6,12.1,8.6,6.2,3.7,4.6,3.8,7.9,5.5,pollofpolls.no
InFact,FB,2022-11-02,19.7,28.7,15.0,8.1,5.5,3.7,5.0,3.8,6.0,4.5,pollofpolls.no
Norstat,NRK / Aftenp,2022-11-01,18.2,32.4,14.7,8.4,4.3,3.6,3.4,3.7,5.9,5.4,pollofpolls.no
Ipsos,Dagbladet,2022-10-27,18.1,29.3,13.1,10.1,6.9,3.7,3.8,4.9,6.4,3.7,pollofpolls.no
Norstat,VL,2022-10-26,18.0,28.9,13.2,8.9,6.0,4.0,5.1,4.4,6.7,4.9,pollofpolls.no
Sentio,NA / Amedia,2022-10-20,18.1,29.3,13.7,9.3,5.2,3.7,4.0,3.8,7.1,6.0,pollofpolls.no
Norfakta,Nat. / KK,2022-10-15,20.5,30.5,12.3,10.1,5.9,3.6,5.0,3.4,5.4,3.4,pollofpolls.no
Respons Analyse,VG,2022-10-11,20.0,30.0,13.1,9.8,5.5,2.9,4.1,3.7,7.0,3.9,pollofpolls.no
Opinion,DA / FF / ANB,2022-10-11,22.6,30.2,13.6,8.2,5.6,3.4,3.4,2.9,5.4,4.7,pollofpolls.no
Norstat,NRK / Aftenp,2022-10-05,19.9,29.2,14.4,9.1,6.2,3.4,3.4,3.1,7.0,4.3,pollofpolls.no
Verian,TV2,2022-10-04,19.4,26.1,14.2,7.2,6.7,3.5,4.4,4.2,8.1,6.1,pollofpolls.no
Ipsos,Dagbladet,2022-09-29,19.4,28.2,15.5,6.3,7.7,2.7,4.1,3.4,8.4,4.4,pollofpolls.no
Norstat,VL,2022-09-27,20.5,28.2,15.5,7.6,3.9,4.4,4.3,2.8,8.3,4.4,pollofpolls.no
Sentio,Nettavisen,2022-09-20,19.1,26.6,16.7,7.4,5.4,4.3,5.0,4.0,7.5,4.2,pollofpolls.no
Opinion,DA / FF / ANB,2022-09-14,21.5,28.3,11.0,9.5,6.3,2.7,4.5,3.0,8.6,4.7,pollofpolls.no
Respons Analyse,VG,2022-09-13,19.8,30.2,12.7,8.9,6.0,3.3,4.9,3.5,6.5,4.2,pollofpolls.no
Norfakta,Nat. / KK,2022-09-10,19.2,28.7,14.1,9.2,6.5,3.7,4.6,4.0,6.0,4.0,pollofpolls.no
Norstat,NRK / Aftenp,2022-09-06,19.6,32.4,12.6,7.4,6.4,3.1,5.3,3.4,6.8,3.0,pollofpolls.no
Verian,TV2,2022-09-05,20.8,27.8,14.1,8.4,4.6,3.5,4.5,3.7,8.2,4.5,pollofpolls.no
Norstat,VL,2022-08-31,21.5,29.3,13.5,7.3,5.7,3.4,4.2,3.1,8.5,3.7,pollofpolls.no
Ipsos,Dagbladet,2022-08-26,21.6,27.2,15.1,7.4,5.7,3.8,4.2,3.5,7.4,4.1,pollofpolls.no
Sentio,NA / Amedia,2022-08-24,20.2,28.9,13.4,8.7,6.9,4.9,3.8,3.8,5.8,3.5,pollofpolls.no
Norstat,NRK / Aftenp,2022-08-17,19.4,30.0,14.4,8.9,5.9,3.8,4.6,3.7,5.8,3.5,pollofpolls.no
Respons Analyse,VG,2022-08-16,19.9,28.9,12.3,9.5,6.6,3.9,4.1,3.8,7.5,3.5,pollofpolls.no
Opinion,DA / FF / ANB,2022-08-10,19.3,29.1,14.8,8.4,6.0,3.2,5.0,3.1,5.1,5.9,pollofpolls.no
Verian,TV2,2022-08-08,20.4,27.2,13.2,9.9,6.8,3.3,4.9,3.6,7.0,3.7,pollofpolls.no
Norfakta,Nat. / KK,2022-08-06,22.2,28.7,13.3,8.5,7.2,2.9,3.7,4.1,6.4,3.0,pollofpolls.no
Norfakta,Nat. / KK,2022-07-09,21.2,28.9,14.0,10.0,5.6,3.2,4.0,3.6,5.4,4.1,pollofpolls.no
Verian,TV2,2022-07-02,21.4,29.5,13.1,8.3,6.7,3.1,4.4,3.0,6.9,3.9,pollofpolls.no
Ipsos,Dagbladet,2022-06-30,23.1,26.8,14.8,9.0,4.7,3.6,4.0,3.5,6.3,4.2,pollofpolls.no
Norstat,VL,2022-06-23,20.5,29.1,15.8,8.5,7.3,2.6,3.5,3.8,5.3,3.6,pollofpolls.no
Sentio,NA / Amedia,2022-06-15,22.2,24.6,14.6,9.5,7.0,3.5,4.6,4.3,5.7,3.9,pollofpolls.no
Respons Analyse,VG,2022-06-14,20.2,26.8,14.0,9.0,7.4,3.9,4.9,4.0,6.8,3.0,pollofpolls.no
Norfakta,Nat. / KK,2022-06-11,23.0,27.8,13.1,8.3,6.9,3.8,5.3,3.0,5.6,3.2,pollofpolls.no
Opinion,DA / FF / ANB,2022-06-08,19.7,28.0,14.1,9.3,9.2,2.8,4.2,2.9,5.4,4.5,pollofpolls.no
Verian,TV2,2022-06-07,21.8,26.3,13.9,10.0,7.7,2.0,5.1,2.7,7.0,3.5,pollofpolls.no
Ipsos,Dagbladet,2022-05-31,21.6,25.7,13.0,8.4,7.4,3.6,6.1,4.1,6.9,3.1,pollofpolls.no
Norstat,NRK / Aftenp,2022-05-31,21.8,26.7,13.0,9.7,6.3,3.2,5.4,3.6,5.4,5.0,pollofpolls.no
Norstat,VL,2022-05-25,23.9,26.8,12.8,7.3,6.1,4.7,4.7,3.0,6.5,4.3,pollofpolls.no
Sentio,NA / Amedia,2022-05-18,21.3,28.8,13.4,7.1,8.4,3.5,4.9,3.2,6.0,3.3,pollofpolls.no
Opinion,DA / FF / ANB,2022-05-11,22.8,27.0,13.9,7.9,6.9,4.4,3.8,2.6,6.8,3.8,pollofpolls.no
Respons Analyse,VG,2022-05-10,22.1,29.0,12.8,8.4,6.4,3.8,4.4,3.3,5.7,4.1,pollofpolls.no
Norfakta,Nat. / KK,2022-05-07,23.1,26.4,13.0,7.9,8.0,3.6,4.9,3.5,6.0,3.6,pollofpolls.no
Norstat,NRK / Aftenp,2022-05-04,24.8,26.5,13.0,7.6,6.6,3.0,5.0,3.3,6.7,3.6,pollofpolls.no
Verian,TV2,2022-05-03,23.1,28.4,11.5,8.2,7.4,3.5,4.4,4.1,6.5,2.7,pollofpolls.no
Ipsos,Dagbladet,2022-04-30,23.8,26.2,10.6,8.6,9.4,3.4,5.5,3.9,5.9,2.7,pollofpolls.no
Norstat,VL,2022-04-28,20.9,28.3,14.3,9.6,5.5,3.1,4.3,3.2,6.6,4.2,pollofpolls.no
Sentio,NA / Amedia,2022-04-11,24.5,27.6,11.2,6.0,8.6,3.2,5.7,3.9,5.7,3.6,pollofpolls.no
Norfakta,Nat. / KK,2022-04-09,23.8,29.6,11.3,8.7,6.1,2.5,4.4,3.3,7.2,3.1,pollofpolls.no
Respons Analyse,VG,2022-04-08,23.1,27.6,13.3,7.8,8.0,4.0,3.7,2.9,6.2,3.4,pollofpolls.no
Opinion,DA / FF / ANB,2022-04-06,25.8,25.6,12.7,7.1,7.1,3.4,5.6,3.2,6.4,3.2,pollofpolls.no
Verian,TV2,2022-04-04,23.2,27.7,13.9,8.3,6.6,3.3,4.3,3.4,5.0,4.4,pollofpolls.no
Norstat,NRK / Aftenp,2022-03-29,20.9,27.3,12.5,7.8,8.5,4.6,4.1,4.2,6.9,3.2,pollofpolls.no
Ipsos,Dagbladet,2022-03-24,24.0,26.4,13.2,7.1,7.6,3.1,4.3,2.6,6.6,5.1,pollofpolls.no
Norstat,VL,2022-03-23,22.6,28.6,11.2,5.9,6.6,3.3,3.9,4.2,8.5,5.2,pollofpolls.no
Respons Analyse,VG,2022-03-15,23.0,25.5,13.3,7.4,8.0,3.6,4.9,4.2,6.5,3.6,pollofpolls.no
Sentio,NA / Amedia,2022-03-15,22.5,27.5,10.4,8.7,9.2,2.5,4.9,2.9,7.2,4.1,pollofpolls.no
Opinion,DA / FF / ANB,2022-03-09,23.6,26.9,11.6,6.5,7.5,3.8,4.3,4.4,8.0,3.4,pollofpolls.no
Norfakta,Nat. / KK,2022-03-05,21.8,25.8,11.1,8.7,9.7,3.1,5.1,4.3,7.3,3.1,pollofpolls.no
Ipsos,Dagbladet,2022-03-02,25.5,26.8,10.5,8.1,8.0,2.7,4.7,2.8,8.1,2.9,pollofpolls.no
Norstat,NRK / Aftenp,2022-03-02,22.6,24.9,10.9,7.9,9.1,4.2,4.3,3.4,8.9,4.0,pollofpolls.no
Verian,TV2,2022-03-01,21.7,26.4,10.0,9.5,8.4,3.9,5.1,3.6,7.8,3.6,pollofpolls.no
Norstat,VL,2022-02-24,22.8,25.4,11.3,8.3,7.5,2.4,4.6,3.0,10.5,4.3,pollofpolls.no
Sentio,NA / Amedia,2022-02-15,21.9,24.9,11.4,10.6,7.9,3.1,4.9,3.3,8.1,3.8,pollofpolls.no
Respons Analyse,VG,2022-02-15,22.0,25.3,12.5,8.9,8.2,3.0,3.5,3.3,9.4,3.9,pollofpolls.no
Opinion,DA / FF / ANB,2022-02-09,21.9,25.8,9.8,8.2,9.5,3.6,4.4,3.3,10.3,3.1,pollofpolls.no
Norfakta,Nat. / KK,2022-02-05,23.4,25.8,12.2,8.5,7.2,3.7,5.0,2.6,8.4,3.3,pollofpolls.no
Norstat,NRK / Aftenp,2022-02-02,20.0,26.2,12.2,10.4,8.7,3.6,3.8,3.3,8.3,3.5,pollofpolls.no
Verian,TV2,2022-02-01,21.2,25.4,11.4,9.7,9.0,3.3,4.8,3.0,8.4,3.8,pollofpolls.no
Ipsos,Dagbladet,2022-01-27,22.4,24.3,12.6,9.9,10.2,3.3,3.4,4.2,6.1,3.6,pollofpolls.no
Norstat,VL,2022-01-26,20.8,27.1,11.2,8.5,8.8,3.1,3.7,3.5,9.5,3.8,pollofpolls.no
Sentio,NA / Amedia,2022-01-18,22.3,25.6,12.0,9.2,9.3,5.0,4.1,3.8,5.8,3.0,pollofpolls.no
Opinion,DA / FF / ANB,2022-01-12,18.9,26.6,12.8,9.7,9.4,2.8,4.2,4.8,7.8,2.9,pollofpolls.no
